Customer ID,First Name,Last Name,Age,Gender,City,Email,Account Type,Account Balance,TransactionID,Transaction Type,Transaction Amount,Loan Issue Date,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Minimum Payment Due,Rewards Points,Feedback Type,Resolution Status,Anomaly
4721,Mark,Clark,25,Male,Sacramento,mark.clark@kag.com,Savings,6357.04,4721,Transfer,2609.26,11-09-2019,4721,18045.05,Mortgage,7.48,48,Rejected,AMEX,1739.19,21.38,3432,Complaint,Resolved,1
4722,Elizabeth,Flores,36,Female,Omaha,elizabeth.flores@kag.com,Current,7335.36,4722,Transfer,2704.19,23-08-2023,4722,28009.24,Personal,2.93,36,Closed,MasterCard,3831.87,87.54,3153,Complaint,Pending,-1
4723,Thomas,Martinez,46,Female,Phoenix,thomas.martinez@kag.com,Savings,7015.05,4723,Deposit,1255.74,02-06-2023,4723,7796.09,Auto,2.05,24,Closed,AMEX,1790.52,135.3,4508,Complaint,Pending,1
4724,Mary,Brown,60,Female,San Diego,mary.brown@kag.com,Current,2647.44,4724,Deposit,4204.59,12-10-2020,4724,44533.66,Mortgage,1.75,48,Closed,Visa,6310.29,2.87,8562,Suggestion,Resolved,1
4725,Jennifer,Jackson,23,Other,Austin,jennifer.jackson@kag.com,Savings,4911.71,4725,Deposit,1996.31,25-09-2022,4725,28148.35,Personal,9.9,60,Rejected,Visa,7513.42,248.44,9367,Suggestion,Resolved,1
4726,Robert,Ramirez,46,Other,Indianapolis,robert.ramirez@kag.com,Current,6667.13,4726,Withdrawal,3264.79,29-12-2023,4726,19878.18,Auto,1.78,24,Rejected,Visa,8063.08,234.74,7004,Complaint,Resolved,1
4727,Betty,Lee,41,Female,Colorado Springs,betty.lee@kag.com,Savings,9316.34,4727,Transfer,1207.9,24-02-2019,4727,29008.09,Mortgage,4.9,60,Approved,AMEX,4333.56,116.33,9717,Complaint,Resolved,1
4728,Kenneth,Campbell,27,Female,Las Vegas,kenneth.campbell@kag.com,Savings,5046.63,4728,Transfer,4083.3,27-01-2021,4728,8898.44,Auto,5.6,48,Rejected,MasterCard,2231.37,36.57,9740,Praise,Resolved,1
4729,Robert,Wilson,68,Female,Nashville,robert.wilson@kag.com,Savings,3075.04,4729,Deposit,1505.58,16-10-2024,4729,4845.17,Personal,9.68,12,Rejected,AMEX,9716.06,40.33,5517,Complaint,Pending,1
4730,Karen,Allen,31,Male,El Paso,karen.allen@kag.com,Current,3926.56,4730,Transfer,4609.22,14-01-2023,4730,27858.18,Personal,9.02,60,Rejected,AMEX,2709.61,97.41,6817,Praise,Resolved,-1
4731,Sandra,Mitchell,69,Female,Kansas City,sandra.mitchell@kag.com,Savings,5459.06,4731,Withdrawal,2279.42,29-05-2020,4731,4454.34,Personal,3.14,60,Closed,AMEX,3906.33,228.16,7605,Complaint,Resolved,1
4732,Sarah,Martinez,23,Male,San Diego,sarah.martinez@kag.com,Current,9765.95,4732,Deposit,734.3,09-11-2018,4732,33382.6,Mortgage,1.76,24,Approved,Visa,3742.58,103.18,6011,Suggestion,Resolved,1
4733,Kenneth,Jackson,21,Female,San Antonio,kenneth.jackson@kag.com,Savings,6320.48,4733,Transfer,3059.86,17-05-2022,4733,40211.84,Personal,4.94,24,Approved,Visa,7929.85,96.83,2823,Complaint,Resolved,1
4734,Ronald,Robinson,69,Other,Los Angeles,ronald.robinson@kag.com,Current,1631.89,4734,Deposit,2787.6,02-05-2024,4734,49430,Auto,1.91,60,Rejected,AMEX,8528.49,229.52,3685,Suggestion,Pending,1
4735,Anthony,Perez,32,Female,Baltimore,anthony.perez@kag.com,Current,8447.13,4735,Withdrawal,2112.96,27-04-2021,4735,38692.95,Mortgage,8.84,36,Approved,AMEX,3568.92,248.43,1670,Suggestion,Resolved,-1
4736,Ronald,Williams,54,Male,San Jose,ronald.williams@kag.com,Savings,1896.33,4736,Withdrawal,4100.36,02-12-2021,4736,48732.14,Auto,7.33,24,Approved,AMEX,3549.78,95.96,563,Suggestion,Resolved,1
4737,Barbara,Torres,65,Female,El Paso,barbara.torres@kag.com,Savings,483.59,4737,Deposit,2112.23,11-07-2023,4737,2086.96,Personal,9.49,12,Approved,MasterCard,7207.97,240.64,6748,Praise,Resolved,1
4738,John,Green,56,Male,Memphis,john.green@kag.com,Current,1092.08,4738,Deposit,689.75,02-04-2021,4738,28383.53,Personal,6.13,12,Approved,AMEX,8730.59,32.43,1244,Suggestion,Pending,1
4739,Michael,Moore,45,Female,Kansas City,michael.moore@kag.com,Current,7882.61,4739,Transfer,152.63,18-07-2023,4739,9072.1,Auto,4.28,60,Approved,Visa,2361.99,49.93,6493,Suggestion,Resolved,1
4740,Elizabeth,Hernandez,19,Male,Atlanta,elizabeth.hernandez@kag.com,Current,9028.77,4740,Withdrawal,4461.89,28-05-2021,4740,13011.63,Mortgage,5.51,24,Closed,Visa,9854.23,108.69,317,Complaint,Pending,1
4741,Kimberly,Mitchell,30,Male,Oklahoma City,kimberly.mitchell@kag.com,Savings,2755.21,4741,Withdrawal,2338.85,04-06-2018,4741,36992.24,Personal,2.45,12,Approved,MasterCard,7148.68,95.64,1002,Suggestion,Resolved,1
4742,Matthew,Johnson,19,Female,Tucson,matthew.johnson@kag.com,Savings,5031.29,4742,Deposit,2819.18,04-11-2021,4742,13388.48,Mortgage,5.17,48,Rejected,MasterCard,3714.49,57.48,9400,Complaint,Pending,1
4743,Andrew,Lopez,58,Female,Memphis,andrew.lopez@kag.com,Savings,6012.51,4743,Transfer,582.56,23-05-2022,4743,9810.77,Personal,9.99,12,Closed,MasterCard,7889.48,118.94,5429,Suggestion,Resolved,1
4744,Jessica,Garcia,49,Other,Charlotte,jessica.garcia@kag.com,Savings,4245.04,4744,Deposit,2452.17,24-08-2024,4744,19220.42,Auto,7.21,24,Approved,Visa,1422.95,183.47,7877,Complaint,Pending,1
4745,Mary,Nelson,69,Other,El Paso,mary.nelson@kag.com,Savings,746.71,4745,Deposit,2671.49,19-03-2021,4745,5079.48,Auto,1.56,60,Rejected,Visa,9190.12,39.19,8106,Suggestion,Pending,1
4746,Nancy,Flores,22,Other,Chicago,nancy.flores@kag.com,Savings,660.86,4746,Deposit,2331.61,09-09-2019,4746,8178.2,Mortgage,7.53,12,Closed,AMEX,5292.97,90.96,7017,Praise,Pending,1
4747,Elizabeth,Baker,20,Male,Atlanta,elizabeth.baker@kag.com,Savings,4459.46,4747,Withdrawal,4771.06,25-01-2018,4747,8176.07,Mortgage,1.91,60,Closed,AMEX,2913,7.67,3947,Praise,Resolved,1
4748,Donna,Lewis,19,Male,Memphis,donna.lewis@kag.com,Current,7998.89,4748,Deposit,2861.21,27-11-2024,4748,12076.77,Mortgage,4.52,48,Closed,Visa,7085.02,238.79,1061,Suggestion,Pending,1
4749,Lisa,Robinson,31,Other,San Diego,lisa.robinson@kag.com,Current,937.83,4749,Deposit,4872.19,03-03-2020,4749,43664.38,Personal,8.08,12,Approved,MasterCard,1837.68,190.22,3857,Praise,Pending,1
4750,Sandra,Johnson,57,Other,Washington,sandra.johnson@kag.com,Savings,,4750,Transfer,775.13,23-02-2019,4750,15466.6,Auto,2.15,60,Rejected,Visa,5273.44,81.45,7646,Suggestion,Pending,1
4751,Kevin,Rodriguez,69,Female,Memphis,kevin.rodriguez@kag.com,Savings,2770.7,4751,Deposit,4571.81,21-07-2023,4751,14419.53,Personal,3.63,12,Approved,Visa,9450.12,43.48,580,Complaint,Pending,1
4752,Joshua,Campbell,61,Other,Los Angeles,joshua.campbell@kag.com,Savings,5635.35,4752,Transfer,2769.08,21-03-2019,4752,7173.43,Mortgage,2.76,12,Approved,MasterCard,6746.98,132.61,2757,Praise,Resolved,-1
4753,Anthony,Johnson,66,Male,New York,anthony.johnson@kag.com,Current,527.64,4753,Deposit,1487.72,13-07-2024,4753,1789.15,Personal,8.83,24,Rejected,Visa,1850.34,56.09,7890,Complaint,Pending,1
4754,Mark,Lewis,46,Female,Oklahoma City,mark.lewis@kag.com,Current,8614.42,4754,Withdrawal,3731.25,03-03-2021,4754,8858.56,Mortgage,2.33,24,Approved,Visa,8886.86,135.65,1577,Complaint,Pending,1
4755,Timothy,Allen,65,Other,Nashville,timothy.allen@kag.com,Savings,4760.19,4755,Deposit,2785.75,18-03-2018,4755,36425.59,Personal,5.82,36,Approved,MasterCard,8464.88,101.76,2723,Complaint,Pending,1
4756,Donna,Martinez,55,Other,Atlanta,donna.martinez@kag.com,Current,4903.8,4756,Withdrawal,2882.63,22-05-2018,4756,48522.47,Personal,3.48,24,Rejected,Visa,7656.65,138.87,4941,Praise,Resolved,1
4757,Sarah,King,23,Other,San Diego,sarah.king@kag.com,Savings,3332.54,4757,Deposit,867.98,25-07-2021,4757,37446.88,Mortgage,5.57,24,Closed,AMEX,2470.55,134.38,1097,Suggestion,Pending,1
4758,Anthony,Baker,67,Female,Portland,anthony.baker@kag.com,Current,2198.83,4758,Withdrawal,3402.9,21-08-2022,4758,42808.16,Personal,2.51,36,Closed,Visa,6559.74,1.33,6555,Praise,Resolved,1
4759,Kenneth,Davis,51,Female,Sacramento,kenneth.davis@kag.com,Savings,3700.32,4759,Withdrawal,1477.76,07-05-2018,4759,39550.54,Mortgage,7.82,36,Closed,MasterCard,8069.89,175.15,8114,Suggestion,Pending,1
4760,Sarah,Torres,25,Female,Philadelphia,sarah.torres@kag.com,Current,9142.66,4760,Deposit,1785.26,27-05-2019,4760,15506.56,Auto,6.79,12,Approved,MasterCard,7421.63,146.86,7572,Praise,Resolved,1
4761,Amanda,Allen,63,Other,Denver,amanda.allen@kag.com,Savings,1032.89,4761,Transfer,4533.82,27-06-2023,4761,36830.28,Mortgage,1.39,12,Approved,AMEX,4002.4,151.26,8331,Suggestion,Pending,1
4762,Christopher,Campbell,19,Female,Seattle,christopher.campbell@kag.com,Current,701.21,4762,Withdrawal,905.7,20-07-2020,4762,37778.77,Mortgage,9.53,12,Rejected,MasterCard,9549.59,68.16,3865,Praise,Resolved,1
4763,Sarah,Garcia,43,Female,New York,sarah.garcia@kag.com,Current,1233.07,4763,Withdrawal,4434.36,02-05-2019,4763,13669.63,Auto,9.04,24,Approved,MasterCard,2793.99,238.42,9212,Suggestion,Pending,1
4764,Andrew,Baker,34,Female,Boston,andrew.baker@kag.com,Savings,7792.08,4764,Deposit,2507.09,30-05-2020,4764,46112.03,Personal,3.68,60,Rejected,Visa,4942.73,93.44,4873,Praise,Pending,1
4765,Timothy,Flores,41,Female,Portland,timothy.flores@kag.com,Savings,579.32,4765,Transfer,900.77,06-11-2020,4765,49899.41,Mortgage,3.63,60,Closed,AMEX,4690.42,61.03,7855,Suggestion,Pending,1
4766,Mary,Hall,48,Male,San Antonio,mary.hall@kag.com,Savings,3398.34,4766,Withdrawal,4059.88,14-10-2022,4766,28503.57,Personal,5.49,24,Rejected,Visa,9067.66,8.01,4250,Praise,Resolved,1
4767,Ashley,Jackson,33,Other,Memphis,ashley.jackson@kag.com,Current,4306.1,4767,Deposit,3265.96,11-11-2023,4767,16513.16,Personal,6.57,48,Closed,Visa,2878.05,148.83,6516,Complaint,Pending,1
4768,Kimberly,Young,67,Female,Milwaukee,kimberly.young@kag.com,Savings,5120.4,4768,Withdrawal,1740.63,26-10-2019,4768,18522.92,Mortgage,3.62,12,Closed,AMEX,7939.84,208.55,7086,Praise,Resolved,-1
4769,Lisa,Clark,38,Male,Mesa,lisa.clark@kag.com,Savings,131.67,4769,Deposit,1510.62,06-05-2024,4769,29539.74,Mortgage,8.16,24,Approved,MasterCard,5789.76,47.91,6407,Suggestion,Resolved,1
4770,Michael,Smith,55,Male,Denver,michael.smith@kag.com,Savings,4918.98,4770,Deposit,2110.51,08-08-2020,4770,1381.21,Mortgage,1.71,48,Approved,AMEX,6471.18,170.35,2165,Complaint,Pending,-1
4771,Jennifer,Nelson,43,Other,Philadelphia,jennifer.nelson@kag.com,Savings,2029.75,4771,Transfer,689.71,30-07-2022,4771,16108.49,Mortgage,4.58,12,Closed,MasterCard,1167.67,1.07,3540,Suggestion,Pending,1
4772,Joseph,Allen,34,Other,Boston,joseph.allen@kag.com,Current,1068.98,4772,Deposit,4048.15,15-10-2021,4772,3401.2,Auto,6,36,Closed,MasterCard,7077.56,148.72,7991,Praise,Pending,1
4773,Anthony,Flores,67,Female,Milwaukee,anthony.flores@kag.com,Savings,5379.63,4773,Transfer,1400.5,15-01-2022,4773,31584.81,Mortgage,8.2,24,Rejected,Visa,3023.61,17.67,8768,Praise,Pending,1
4774,Elizabeth,Young,63,Other,Dallas,elizabeth.young@kag.com,Savings,7467.08,4774,Deposit,4136.07,02-02-2023,4774,30598.63,Auto,8.85,48,Rejected,Visa,5084.13,224.22,129,Complaint,Resolved,1
4775,David,Jones,59,Other,Oklahoma City,david.jones@kag.com,Current,9354.02,4775,Deposit,3659.2,29-09-2022,4775,29961.35,Mortgage,3.2,60,Approved,Visa,5281.59,71.43,5720,Suggestion,Resolved,1
4776,Steven,Taylor,21,Other,Jacksonville,steven.taylor@kag.com,Savings,,4776,Withdrawal,4709.76,30-06-2020,4776,8398.54,Personal,3.17,24,Closed,MasterCard,9658.2,122.56,4726,Complaint,Resolved,1
4777,Emily,Davis,67,Other,Atlanta,emily.davis@kag.com,Savings,4050.07,4777,Transfer,504.72,06-02-2018,4777,47283.4,Mortgage,4.31,60,Approved,AMEX,5189.27,97.84,5159,Complaint,Pending,1
4778,Deborah,Adams,60,Female,Portland,deborah.adams@kag.com,Savings,7070.17,4778,Withdrawal,1752.42,06-05-2021,4778,27177.21,Personal,4.85,48,Rejected,AMEX,4757.91,144.65,2827,Praise,Resolved,1
4779,Jennifer,King,65,Male,San Jose,jennifer.king@kag.com,Savings,6986.64,4779,Transfer,3123.18,05-06-2019,4779,28237.24,Auto,8.64,24,Approved,MasterCard,7843.04,78.4,7716,Suggestion,Pending,1
4780,Kenneth,Rodriguez,21,Other,Los Angeles,kenneth.rodriguez@kag.com,Savings,4179.85,4780,Transfer,4294.3,10-09-2018,4780,27668.7,Personal,1.07,24,Closed,Visa,4782.73,231.3,3791,Praise,Resolved,1
4781,Margaret,Thompson,36,Male,Nashville,margaret.thompson@kag.com,Savings,1072.28,4781,Withdrawal,786.59,24-12-2021,4781,26696.24,Auto,7.16,24,Closed,MasterCard,8880.17,81.29,139,Praise,Resolved,1
4782,Mary,Wright,55,Male,Tucson,mary.wright@kag.com,Savings,3881.89,4782,Transfer,4308.38,02-01-2019,4782,46982.97,Mortgage,2.98,24,Closed,AMEX,5763.37,130.85,1094,Suggestion,Pending,1
4783,Mark,Roberts,42,Male,Las Vegas,mark.roberts@kag.com,Current,9924.34,4783,Transfer,344.21,29-04-2024,4783,30499.19,Mortgage,8.94,36,Closed,Visa,8844,100.29,9061,Praise,Resolved,1
4784,Patricia,Miller,25,Other,Fresno,patricia.miller@kag.com,Current,5594.84,4784,Withdrawal,2377.04,14-12-2020,4784,24771.14,Personal,3.86,24,Closed,AMEX,6993.58,57.67,2521,Suggestion,Resolved,1
4785,James,Anderson,35,Other,Dallas,james.anderson@kag.com,Savings,3479.77,4785,Transfer,431.38,29-07-2022,4785,38555.81,Personal,5.84,48,Rejected,AMEX,6859.3,247.62,9488,Suggestion,Pending,1
4786,Christopher,Martin,68,Female,Los Angeles,christopher.martin@kag.com,Savings,7463.77,4786,Withdrawal,757.85,19-09-2024,4786,13321.66,Personal,3.96,48,Approved,Visa,6087.84,168.58,2990,Complaint,Pending,-1
4787,Sandra,Roberts,35,Other,Baltimore,sandra.roberts@kag.com,Current,6894.63,4787,Deposit,3876.85,15-11-2020,4787,10408.49,Personal,4.83,36,Approved,Visa,5466.4,128.04,9956,Praise,Pending,1
4788,Matthew,Harris,65,Other,Washington,matthew.harris@kag.com,Savings,5830.12,4788,Withdrawal,102.97,03-05-2019,4788,22521.42,Auto,5.7,24,Approved,AMEX,4271.89,162.03,9388,Complaint,Resolved,1
4789,Elizabeth,Williams,24,Other,Austin,elizabeth.williams@kag.com,Current,6410.58,4789,Transfer,2781.27,22-12-2021,4789,1768.6,Auto,7.73,24,Rejected,Visa,8208.38,127.41,4966,Praise,Pending,1
4790,Joseph,Rivera,34,Male,San Francisco,joseph.rivera@kag.com,Current,5890.89,4790,Deposit,500.53,02-05-2023,4790,15382.33,Personal,2.09,12,Rejected,Visa,6758.31,189.05,1574,Suggestion,Pending,1
4791,Lisa,White,20,Female,Mesa,lisa.white@kag.com,Savings,9567.14,4791,Deposit,4058.19,19-12-2022,4791,21583.65,Mortgage,4.17,12,Approved,MasterCard,1860.04,53.8,6226,Complaint,Pending,1
4792,Deborah,King,39,Male,San Jose,deborah.king@kag.com,Current,5140.43,4792,Deposit,4042.75,24-04-2023,4792,29356.24,Personal,6.76,60,Approved,MasterCard,7093.03,246.97,5229,Complaint,Pending,1
4793,Charles,Rivera,32,Female,San Antonio,charles.rivera@kag.com,Current,5942.89,4793,Withdrawal,3516.92,30-10-2021,4793,27616.97,Auto,6.3,36,Rejected,MasterCard,1436.48,73.9,3862,Praise,Resolved,1
4794,Lisa,Perez,48,Other,Indianapolis,lisa.perez@kag.com,Savings,4769.38,4794,Withdrawal,3782.13,14-08-2018,4794,19002.69,Auto,8.03,12,Approved,Visa,9783.99,99.95,9893,Suggestion,Resolved,-1
4795,Margaret,Hernandez,53,Other,Tucson,,Savings,6042.2,4795,Deposit,2957.98,13-04-2022,4795,17819.89,Mortgage,9,48,Approved,MasterCard,3889.28,242.32,2434,Complaint,Pending,1
4796,Kimberly,Mitchell,43,Male,New York,kimberly.mitchell@kag.com,Savings,8919.19,4796,Transfer,2432.6,08-06-2024,4796,1064.62,Auto,1.85,48,Closed,AMEX,2060.09,63.94,4437,Complaint,Resolved,1
4797,Ashley,Davis,65,Male,Austin,ashley.davis@kag.com,Savings,3463.57,4797,Transfer,2056.62,04-11-2019,4797,44174.52,Personal,7.42,48,Rejected,MasterCard,3086.37,42.28,1576,Suggestion,Pending,1
4798,Matthew,Hill,31,Male,Philadelphia,matthew.hill@kag.com,Savings,5009.44,4798,Deposit,3309.97,09-03-2024,4798,12332.41,Auto,3.56,36,Approved,AMEX,9553.66,156.32,6471,Complaint,Resolved,1
4799,Brian,Nelson,34,Female,Oklahoma City,brian.nelson@kag.com,Savings,4541.25,4799,Transfer,1920.17,26-05-2022,4799,18542.15,Personal,5.33,48,Rejected,AMEX,5444.55,241.2,6309,Suggestion,Pending,1
4800,Betty,Wright,26,Male,Sacramento,betty.wright@kag.com,Savings,4039.98,4800,Transfer,23.93,02-05-2024,4800,1992.49,Mortgage,6.65,12,Approved,MasterCard,9793.71,248.15,2811,Suggestion,Resolved,1
4801,James,Carter,24,Other,Atlanta,james.carter@kag.com,Savings,8228.27,4801,Withdrawal,512.74,05-11-2022,4801,47885.31,Auto,2.36,12,Approved,MasterCard,3932.81,59.6,6833,Complaint,Pending,1
4802,Ronald,Rivera,63,Female,Detroit,ronald.rivera@kag.com,Savings,2396.26,4802,Transfer,3262.56,13-12-2020,4802,25234.05,Mortgage,4.12,60,Closed,Visa,1388.6,75.62,3319,Complaint,Resolved,1
4803,Brian,Nguyen,44,Female,Fort Worth,brian.nguyen@kag.com,Savings,5049.19,4803,Withdrawal,1830.96,13-08-2021,4803,2140.35,Personal,9.78,60,Rejected,Visa,9270.15,196.88,495,Praise,Pending,1
4804,Patricia,Davis,45,Other,Baltimore,patricia.davis@kag.com,Savings,9253.88,4804,Deposit,4947.86,10-05-2023,4804,13308.51,Mortgage,2.23,36,Closed,MasterCard,9261.54,38.64,6238,Complaint,Pending,1
4805,John,Torres,29,Male,Louisville,john.torres@kag.com,Current,1696.42,4805,Transfer,1776.06,07-06-2018,4805,44083.87,Personal,1.75,60,Closed,AMEX,4177.29,81.37,2020,Complaint,Resolved,1
4806,Ronald,Clark,34,Male,Portland,ronald.clark@kag.com,Current,145.98,4806,Transfer,551.04,10-10-2021,4806,19409.38,Personal,8.53,36,Approved,MasterCard,6942.58,138.34,1342,Praise,Pending,1
4807,David,Ramirez,26,Other,Denver,david.ramirez@kag.com,Current,2725.71,4807,Withdrawal,1648.62,27-10-2022,4807,34780.85,Auto,4.88,24,Rejected,Visa,3314.84,60.49,5242,Suggestion,Pending,1
4808,Margaret,Flores,61,Other,Phoenix,margaret.flores@kag.com,Savings,9230.88,4808,Withdrawal,3437.38,14-06-2021,4808,31078.68,Auto,7.07,60,Approved,Visa,6625.19,6.36,3685,Complaint,Pending,1
4809,Christopher,King,61,Other,Phoenix,christopher.king@kag.com,Savings,967.48,4809,Deposit,2646.1,23-11-2018,4809,24124.98,Auto,3.75,36,Rejected,AMEX,1578.33,4.85,5777,Suggestion,Resolved,1
4810,James,Young,25,Other,Portland,james.young@kag.com,Current,1457.04,4810,Deposit,3055.38,17-04-2023,4810,41827.72,Personal,2.79,12,Closed,Visa,4116.2,242.87,2651,Complaint,Resolved,1
4811,Elizabeth,Anderson,44,Female,Louisville,elizabeth.anderson@kag.com,Current,3271.36,4811,Transfer,565.07,27-03-2024,4811,2977.36,Personal,2.91,60,Closed,MasterCard,4488.04,121.34,8178,Suggestion,Pending,1
4812,Margaret,Baker,59,Female,Detroit,margaret.baker@kag.com,Current,7720.07,4812,Withdrawal,4136.64,04-10-2022,4812,45708.76,Personal,2.76,60,Rejected,AMEX,3802.22,243.01,4057,Suggestion,Pending,1
4813,David,Taylor,29,Male,Portland,david.taylor@kag.com,Current,7537.68,4813,Withdrawal,4512.91,14-11-2018,4813,36184.71,Mortgage,3.22,36,Rejected,MasterCard,5414.93,94.8,7980,Complaint,Pending,1
4814,Brian,Allen,54,Female,Nashville,brian.allen@kag.com,Current,962,4814,Transfer,735.3,27-09-2018,4814,43321.97,Personal,2.99,24,Approved,AMEX,6922.72,204.75,4645,Suggestion,Pending,1
4815,Melissa,Campbell,37,Female,New York,melissa.campbell@kag.com,Current,9345.04,4815,Withdrawal,3134.42,11-07-2023,4815,1829.69,Auto,8.32,60,Closed,AMEX,5499.91,34.96,884,Complaint,Resolved,1
4816,Carol,Rivera,18,Female,Louisville,carol.rivera@kag.com,Savings,2464.31,4816,Withdrawal,1156.53,10-07-2023,4816,5154.94,Auto,5.8,36,Closed,MasterCard,5023.33,13.81,7642,Suggestion,Resolved,1
4817,Emily,Thomas,26,Other,Charlotte,emily.thomas@kag.com,Current,2878.3,4817,Withdrawal,919.54,23-12-2022,4817,11088.06,Mortgage,3.67,24,Rejected,Visa,6960.43,87.77,13,Praise,Pending,1
4818,Emily,Lewis,64,Female,San Francisco,emily.lewis@kag.com,Current,3925.54,4818,Withdrawal,1030.79,16-02-2023,4818,30084.48,Auto,4.11,36,Rejected,Visa,8612.85,10.09,5257,Suggestion,Resolved,1
4819,Jennifer,Rodriguez,41,Male,Detroit,jennifer.rodriguez@kag.com,Savings,6381.48,4819,Transfer,2611.39,21-07-2018,4819,5528.62,Personal,9.62,24,Closed,AMEX,4998.05,121.64,3616,Praise,Pending,1
4820,Deborah,Allen,51,Female,Oklahoma City,deborah.allen@kag.com,Savings,,4820,Deposit,4430.64,05-10-2018,4820,46645.8,Personal,2.65,48,Approved,AMEX,5256.94,159.72,6072,Praise,Pending,1
4821,Donna,Carter,53,Other,Boston,donna.carter@kag.com,Current,9293.29,4821,Deposit,4094.84,14-03-2018,4821,37681.11,Auto,8.98,60,Approved,Visa,8822.37,29.4,2811,Suggestion,Pending,1
4822,Thomas,Lewis,21,Female,San Jose,thomas.lewis@kag.com,Savings,5689.74,4822,Transfer,725.48,30-05-2019,4822,40572.22,Auto,7.63,48,Approved,AMEX,1073.47,105.72,1298,Complaint,Resolved,1
4823,Elizabeth,Gonzalez,46,Male,Tucson,elizabeth.gonzalez@kag.com,Current,8584.67,4823,Deposit,2554.5,13-05-2020,4823,29608.65,Personal,6.52,36,Rejected,Visa,4710.76,227.77,7023,Praise,Resolved,1
4824,Stephanie,Lee,40,Female,Boston,stephanie.lee@kag.com,Current,874.22,4824,Withdrawal,762.91,07-05-2020,4824,31916.46,Personal,6.62,48,Rejected,Visa,1200.07,141.44,3460,Suggestion,Pending,1
4825,Anthony,Lee,52,Male,San Diego,anthony.lee@kag.com,Savings,8573.43,4825,Transfer,2195.86,03-08-2023,4825,11831.83,Personal,4.81,24,Closed,MasterCard,4388.9,123.76,2968,Suggestion,Resolved,1
4826,Stephanie,Jones,33,Other,Phoenix,stephanie.jones@kag.com,Savings,2057.36,4826,Deposit,2817,19-01-2019,4826,45592.02,Auto,4.95,12,Closed,MasterCard,3332.53,161.06,5875,Suggestion,Pending,1
4827,Andrew,Martinez,25,Male,Philadelphia,andrew.martinez@kag.com,Savings,3689.29,4827,Withdrawal,4059.78,19-09-2020,4827,32796.97,Auto,8.16,48,Rejected,Visa,6012.35,221.65,672,Suggestion,Resolved,1
4828,Charles,Garcia,44,Male,El Paso,charles.garcia@kag.com,Current,3266.88,4828,Deposit,4307.91,03-07-2020,4828,21469.27,Personal,8.3,36,Approved,Visa,5188.35,201.12,2808,Praise,Pending,1
4829,Matthew,Gonzalez,56,Other,Baltimore,matthew.gonzalez@kag.com,Current,3439.09,4829,Transfer,148.22,29-10-2018,4829,44201.93,Auto,6.14,60,Closed,MasterCard,1923.46,63.43,2294,Complaint,Resolved,1
4830,Betty,Smith,29,Male,Columbus,betty.smith@kag.com,Savings,9194.94,4830,Deposit,3449.18,04-01-2018,4830,43327.27,Mortgage,7.92,48,Rejected,Visa,5792.6,8.44,435,Suggestion,Pending,1
4831,Timothy,Martin,61,Female,El Paso,timothy.martin@kag.com,Current,4471.78,4831,Deposit,2056.69,16-04-2020,4831,1026.42,Auto,8.29,48,Approved,Visa,7242.89,74.11,6093,Complaint,Pending,1
4832,Joseph,Campbell,21,Female,Austin,joseph.campbell@kag.com,Current,2752.89,4832,Deposit,2479.82,14-03-2022,4832,46317.04,Auto,3.99,12,Rejected,AMEX,1504.21,225.23,883,Praise,Pending,1
4833,Patricia,Rivera,64,Male,Milwaukee,patricia.rivera@kag.com,Savings,3014.58,4833,Transfer,1117,27-05-2018,4833,18807.93,Personal,6.61,36,Rejected,MasterCard,1293.14,110.2,5790,Praise,Resolved,1
4834,Mark,Davis,42,Female,Philadelphia,mark.davis@kag.com,Savings,8053.03,4834,Withdrawal,181.01,30-10-2022,4834,21685.2,Auto,4.92,48,Approved,MasterCard,8961.36,187.38,600,Suggestion,Resolved,1
4835,David,Martinez,23,Female,Austin,david.martinez@kag.com,Current,5437.23,4835,Transfer,4178.6,05-09-2019,4835,5180.36,Personal,1.88,60,Closed,MasterCard,6101.39,193.67,9412,Complaint,Pending,1
4836,Anthony,Rodriguez,20,Other,San Jose,anthony.rodriguez@kag.com,Current,4550.02,4836,Deposit,1160.83,01-09-2020,4836,44001.28,Auto,6.84,24,Approved,AMEX,1978.34,154.48,664,Complaint,Resolved,1
4837,Sandra,Carter,56,Male,Fort Worth,sandra.carter@kag.com,Savings,9275.46,4837,Transfer,4402.68,17-10-2021,4837,27421.03,Auto,6.29,60,Rejected,MasterCard,7464.3,46.85,6238,Complaint,Resolved,1
4838,Christopher,Green,41,Female,Los Angeles,,Savings,9307.08,4838,Deposit,357.81,07-01-2024,4838,45379.51,Auto,1.92,48,Approved,MasterCard,8709.8,129.63,5454,Complaint,Pending,1
4839,Betty,Williams,38,Male,Sacramento,betty.williams@kag.com,Savings,7585.57,4839,Withdrawal,2048.08,08-03-2022,4839,39259.97,Personal,1.64,48,Approved,MasterCard,9703.41,117.93,5734,Complaint,Pending,1
4840,Thomas,Hernandez,23,Male,Mesa,thomas.hernandez@kag.com,Savings,5228.26,4840,Withdrawal,3714.31,12-07-2018,4840,45001.08,Auto,3.25,12,Rejected,Visa,8469.83,159.98,3323,Suggestion,Pending,1
